Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A699908,*BONGO,CAT,GRAY TABBY,,Spayed,2022-06-01,2023-06-01,FRACTIOUS,STRAY,OTC,,2023-08-23,300 BLK WALNUT AVE LONG BEACH 90802,LONG BEACH,COMMUNITY CAT,,33.7697544,-118.1717618,Alive on Intake,FALSE,1,"33.7697544, -118.1717618"
A587739,*OSAKA,CAT,BLACK,,Spayed,2016-03-29,2017-03-29,FERAL,STRAY,FIELD,,2017-04-19,"300 BLK WINDSOR WAY, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.74958300000001,-118.1913689,Alive on Intake,FALSE,1,"33.74958300000001, -118.1913689"
A702843,*PARCHEESI,CAT,GRAY TABBY,,Neutered,2023-05-14,2023-07-14,NORMAL,STRAY,OTC,,2023-12-03,300 BLK WINSLOW AVE LONG BEACH CA 90814,LONG BEACH,ADOPTION,,33.7682112,-118.1221172,Alive on Intake,FALSE,1,"33.7682112, -118.1221172"
A646787,,CAT,GRAY TABBY,,Unknown,2020-08-01,2020-08-07,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-07,"300 BLK WISCONSIN AVE, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7682648,-118.1615211,Alive on Intake,TRUE,0,"33.7682648, -118.1615211"
A596703,,WILD,GRAY,,Female,,2017-09-08,INJURED  SEVERE,WILDLIFE,FIELD,,2017-09-08,"300 BLK WISCONSIN AVE, LONG BEACH, CA 90814",LONG BEACH,DIED,ENROUTE,33.7682648,-118.1615211,Alive on Intake,TRUE,0,"33.7682648, -118.1615211"
A692304,*JUNO,DOG,WHITE,,Neutered,2021-01-22,2023-03-19,NORMAL,RETURN,ADOPTION,OTHER PET,2023-06-08,"300 BLK WISCONSIN AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,33.7682648,-118.1615211,Alive on Intake,FALSE,1,"33.7682648, -118.1615211"
A696498,*BELLA,DOG,TAN,,Female,2020-10-11,2023-04-10,NORMAL,STRAY,FIELD,,2023-04-22,"300 BLOCK 1ST ST, SEAL BEACH CA",SEAL BEACH,HOMEFIRST,,33.7463568,-118.1109545,Alive on Intake,FALSE,1,"33.7463568, -118.1109545"
A704883,KEITH1,CAT,GRAY,,Male,2021-08-16,2023-08-16,FRACTIOUS,STRAY,OTC,,2023-08-16,"300 BLOCK E 16TH ST, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,,33.7871309,-118.1892678,Alive on Intake,FALSE,1,"33.7871309, -118.1892678"
A706588,*NORA,CAT,CALICO TAB,,Spayed,2023-07-08,2023-09-08,ILL MILD,STRAY,OTC,,2023-12-10,"300 BLOCK E 57TH ST, LONG BEACH CA",LONG BEACH,ADOPTION,,33.8592138,-118.1898653,Alive on Intake,FALSE,1,"33.8592138, -118.1898653"
A708172,*MO,CAT,BRN TABBY,,Male,2023-08-29,2023-10-04,UNDER AGE/WEIGHT,STRAY,OTC,,2023-11-15,"300 BLOCK E MARKER LN, LONG BEACH CA",LONG BEACH,HOMEFIRST,,33.8753801,-118.1967604,Alive on Intake,FALSE,1,"33.8753801, -118.1967604"
A717579,BANDITO,DOG,RED MERLE,,Male,2020-03-24,2024-03-24,NORMAL,STRAY,OTC,,2024-03-26,"300 BLOCK E PLENTY ST, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8473214,-118.1897686,Alive on Intake,FALSE,1,"33.8473214, -118.1897686"
A714238,*SANDOVAL,DOG,BLACK,BROWN,Male,2023-03-31,2024-01-31,ILL SEVERE,STRAY,OTC,,2024-02-06,"300 BLOCK OF E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,,33.8679596,-118.1911548,Alive on Intake,FALSE,1,"33.8679596, -118.1911548"
A707155,*DIAMOND,DOG,BLACK,WHITE,Spayed,2022-12-21,2023-09-20,NORMAL,STRAY,OTC,,2023-09-30,"300 BLOCK PINE AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7622907,-118.192579,Alive on Intake,FALSE,1,"33.7622907, -118.192579"
A708191,*JACK SKELLINGTON,CAT,BLACK,,Male,2023-09-04,2023-10-04,UNDER AGE/WEIGHT,STRAY,OTC,,2023-10-10,"300 BLOCK W 15TH ST, LONG BEACH CA",LONG BEACH,DIED,IN FOSTER,33.7861145,-118.1952221,Alive on Intake,TRUE,0,"33.7861145, -118.1952221"
A669975,TOMMY,DOG,GRAY,,Male,2013-02-03,2022-01-31,NORMAL,OWNER SURRENDER,,,2022-02-05,"300 CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7705147,-118.1963808,Alive on Intake,FALSE,1,"33.7705147, -118.1963808"
A712791,*SPLINTER,DOG,BLACK,TRICOLOR,Neutered,2020-01-05,2024-01-05,NORMAL,STRAY,FIELD,,2024-01-27,"300 E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,33.7713759,-118.1886489,Alive on Intake,FALSE,1,"33.7713759, -118.1886489"
A584136,,DOG,WHITE,GRAY,Male,2014-01-05,2017-01-05,NORMAL,STRAY,OTC,,2017-01-19,"300 E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8485903,-118.1897679,Alive on Intake,FALSE,1,"33.8485903, -118.1897679"
A503701,STAR,DOG,BLONDE,WHITE,Spayed,2010-03-04,2017-11-03,NORMAL,OWNER SURRENDER,OTC,UNKNOWN,2017-12-01,"300 E 65TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8726072,-118.1967566,Alive on Intake,FALSE,1,"33.8726072, -118.1967566"
A701679,*BUBBLES,CAT,WHITE,BLACK,Unknown,2023-05-12,2023-06-25,ILL MILD,STRAY,FIELD,,2023-06-28,300 E 9TH ST,LONG BEACH,RESCUE,CATPAWS,33.7777617,-118.1892769,Alive on Intake,FALSE,1,"33.7777617, -118.1892769"
A625349,,CAT,WHITE,,Unknown,2019-04-25,2019-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2019-04-26,"300 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,33.8696152,-118.1967147,Alive on Intake,FALSE,1,"33.8696152, -118.1967147"
A628129,SUSHI,CAT,BRN TABBY,,Neutered,2019-05-01,2019-06-12,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"300 E BLK MARKER LN, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8755852,-118.1955214,Alive on Intake,FALSE,1,"33.8755852, -118.1955214"
A710535,*TUNA,DOG,BLACK,WHITE,Neutered,2021-11-14,2023-11-14,NORMAL,STRAY,FIELD,,2024-01-17,"300 E BORT ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8703372,-118.1967147,Alive on Intake,FALSE,1,"33.8703372, -118.1967147"
A593614,*BABYRELLA,CAT,ORG TABBY,,Neutered,2014-07-15,2017-07-15,FERAL,STRAY,OTC,,2017-07-26,"300 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8732943,-118.1967604,Alive on Intake,FALSE,1,"33.8732943, -118.1967604"
A647827,*INDIE,CAT,BLACK,,Unknown,2020-05-27,2020-08-27,NORMAL,STRAY,OTC,,2021-01-23,"300 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8732943,-118.1967604,Alive on Intake,FALSE,1,"33.8732943, -118.1967604"
A644325,,CAT,BRN TIGER,,Male,,2020-06-24,INJURED  SEVERE,STRAY,FIELD,,2020-06-24,"300 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8732943,-118.1967604,Alive on Intake,TRUE,0,"33.8732943, -118.1967604"
A595468,,CAT,ORG TABBY,,Male,2017-07-17,2017-08-17,UNDER AGE/WEIGHT,STRAY,OTC,,2017-08-17,"300 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8732943,-118.1967604,Alive on Intake,TRUE,0,"33.8732943, -118.1967604"
A636624,CHILAQUIL,CAT,BLACK,WHITE,Neutered,2019-09-23,2019-11-23,NORMAL,STRAY,OTC,,2019-12-14,"300 E EAGLE ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPEC EVT,33.7998385,-118.1892602,Alive on Intake,FALSE,1,"33.7998385, -118.1892602"
A664648,*CATPHRODITE,CAT,GRAY TABBY,,Female,2021-07-29,2021-09-30,NORMAL,STRAY,OTC,,2021-12-09,"300 E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7889478,-118.1892662,Alive on Intake,FALSE,1,"33.7889478, -118.1892662"
A664684,*PURRSEPHONE,CAT,BRN TABBY,,Spayed,2020-12-30,2021-09-30,NORMAL,STRAY,OTC,,2021-12-26,"300 E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,KITTYBUNGA,33.7889478,-118.1892662,Alive on Intake,FALSE,1,"33.7889478, -118.1892662"
A667307,,OTHER,GRAY,BLACK,Unknown,2018-11-27,2021-11-27,ILL SEVERE,WILDLIFE,FIELD,,2021-11-27,"300 E JANICE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8666927,-118.1922024,Alive on Intake,TRUE,0,"33.8666927, -118.1922024"
A613846,,CAT,BLACK,WHITE,Female,2018-07-24,2018-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2018-09-23,"300 E MARKER LN, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8753801,-118.1967604,Alive on Intake,FALSE,1,"33.8753801, -118.1967604"
A613847,,CAT,BLACK,WHITE,Male,2018-07-24,2018-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2018-09-23,"300 E MARKER LN, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8753801,-118.1967604,Alive on Intake,FALSE,1,"33.8753801, -118.1967604"
A617096,COCO,CAT,CALICO,WHITE,Female,2016-11-03,2018-11-03,NORMAL,OWNER SURRENDER,OTC,POOR HELTH,2018-12-02,"300 E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7645166,-118.1908882,Alive on Intake,FALSE,1,"33.7645166, -118.1908882"
A635637,,DOG,FAWN,,Female,2018-11-03,2019-11-03,ILL MODERATETE,STRAY,OTC,,2019-11-03,"300 E OSGOOD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,33.8623705,-118.189741,Alive on Intake,FALSE,1,"33.8623705, -118.189741"
A701869,,OTHER,BROWN,,Unknown,2022-12-29,2023-06-29,ILL SEVERE,WILDLIFE,FIELD,,2023-06-29,300 E PCH,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7898511,-118.1888807,Alive on Intake,TRUE,0,"33.7898511, -118.1888807"
A617621,*AMBER,CAT,BRN TABBY,WHITE,Spayed,2016-11-16,2018-11-16,NORMAL,STRAY,OTC,,2018-12-28,"300 HAVANA AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,33.7691794,-118.1257165,Alive on Intake,FALSE,1,"33.7691794, -118.1257165"
A690296,CROW,BIRD,BLACK,,Unknown,,2022-12-09,INJURED  MILD,WILDLIFE,OTC,,2022-12-09,"300 LIME AVE. LONG BEACH, CA 90802",LONG BEACH,RESCUE,,33.770513,-118.1836978,Alive on Intake,FALSE,1,"33.770513, -118.1836978"
A626619,BEAR,DOG,BROWN,,Neutered,2018-11-18,2019-05-18,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-06-08,"300 MAGNOLIA AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,33.7705019,-118.1980721,Alive on Intake,FALSE,1,"33.7705019, -118.1980721"
A631584,SHERRY,CAT,SLVR TABBY,BLACK,Spayed,2016-08-09,2019-08-09,NORMAL,OWNER SURRENDER,OTC,,2019-11-23,"300 MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,OTHER RESC,33.7681145,-118.1606091,Alive on Intake,FALSE,1,"33.7681145, -118.1606091"
A606022,BABY,DOG,BLACK,WHITE,Male,2017-06-09,2018-04-09,NORMAL,CONFISCATE,CRUELTY,,2018-04-14,"300 MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.7681145,-118.1606091,Alive on Intake,FALSE,1,"33.7681145, -118.1606091"
A597704,,BIRD,BROWN,WHITE,Unknown,2017-06-23,2017-09-23,NORMAL,WILDLIFE,FIELD,,2017-09-23,"300 N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,RETURN TO WILD HABITAT,,33.76989,-118.1209298,Alive on Intake,FALSE,1,"33.76989, -118.1209298"
A586955,*JENNY,CAT,TAN,WHITE,Spayed,2014-03-11,2017-03-11,NORMAL,STRAY,OTC,,2017-04-30,"300 N GOLD STAR DR, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,33.8133786,-118.216882,Alive on Intake,FALSE,1,"33.8133786, -118.216882"
A635550,MONKEY,DOG,WHITE,BROWN,Male,2018-11-01,2019-11-01,NORMAL,STRAY,FIELD,,2019-11-02,"300 N JADE COVE DR, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.7670817,-118.1136623,Alive on Intake,FALSE,1,"33.7670817, -118.1136623"
A644276,,BIRD,BLACK,,Unknown,2019-06-22,2020-06-22,INJURED  SEVERE,WILDLIFE,FIELD,,2020-06-22,"300 ORIZABA AVE, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,LBAH,33.7680881,-118.1567774,Alive on Intake,FALSE,1,"33.7680881, -118.1567774"
A606221,SKY,DOG,TAN,WHITE,Female,2015-04-13,2018-04-13,INJURED  MILD,STRAY,FIELD,,2018-04-18,"300 ORLENA AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.769888,-118.1306913,Alive on Intake,FALSE,1,"33.769888, -118.1306913"
A623451,,OTHER,PINK,,Unknown,2019-03-18,2019-03-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2019-03-18,"300 PARK AVE, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7680942,-118.1372048,Alive on Intake,TRUE,0,"33.7680942, -118.1372048"
A623445,,OTHER,PINK,,Unknown,2019-03-18,2019-03-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2019-03-18,"300 PARK AVE, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7680942,-118.1372048,Alive on Intake,TRUE,0,"33.7680942, -118.1372048"
A586021,*ANGUS,DOG,BLACK,BR BRINDLE,Male,2012-02-19,2017-02-19,NORMAL,STRAY,FIELD,,2017-03-16,"300 TEMPLE AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LIVELOVE,33.7682329,-118.1586802,Alive on Intake,FALSE,1,"33.7682329, -118.1586802"
A588508,COCO,CAT,RED,WHITE,Female,2011-04-12,2017-04-12,NORMAL,OWNER SURRENDER,OTC,,2017-04-29,"300 TERMINO AVE, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,33.7682376,-118.1465474,Alive on Intake,FALSE,1,"33.7682376, -118.1465474"
A615618,*KIT,CAT,ORG TABBY,WHITE,Male,2018-07-04,2018-10-04,NORMAL,STRAY,OTC,,2018-12-02,"300 W 31ST ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8132203,-118.1950956,Alive on Intake,FALSE,1,"33.8132203, -118.1950956"
A615612,*CINDERELLA,CAT,BRN TABBY,,Female,2018-07-04,2018-10-04,NORMAL,STRAY,OTC,,2018-11-27,"300 W 31ST ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8132203,-118.1950956,Alive on Intake,FALSE,1,"33.8132203, -118.1950956"
A629218,BELLA,DOG,BLUE BRIND,,Spayed,2017-07-02,2020-02-05,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG PEOPLE,2020-05-26,"300 W 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LIVELOVE,33.7717154,-118.1950828,Alive on Intake,FALSE,1,"33.7717154, -118.1950828"
A683076,,OTHER,BROWN,BROWN,Unknown,2021-09-04,2022-09-04,INJURED  SEVERE,WILDLIFE,FIELD,,2022-09-04,"300 W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,LBAH,33.7753353,-118.1950775,Alive on Intake,FALSE,1,"33.7753353, -118.1950775"
A626028,NIP (MEOWY),CAT,BLACK,,Spayed,2007-05-09,2019-05-08,NORMAL,OWNER SURRENDER,OTC,,2019-06-20,"300 WISCONSIN AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,SPCALA,33.7682648,-118.1615211,Alive on Intake,FALSE,1,"33.7682648, -118.1615211"
A623228,,DOG,BLACK,WHITE,Male,2016-03-14,2019-03-14,NORMAL,STRAY,OTC,,2019-03-20,"3000 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.8118509,-118.2141162,Alive on Intake,FALSE,1,"33.8118509, -118.2141162"
A588911,MOSHA,DOG,WHITE,TAN,Female,2014-04-20,2017-04-20,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-04-21,"3000 BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.8116535,-118.213288,Alive on Intake,FALSE,1,"33.8116535, -118.213288"
A652223,JACKSON,DOG,TAN,,Neutered,2011-12-13,2020-12-13,NORMAL,OWNER SURRENDER,FIELD,,2020-12-18,"3000 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,FOLBA,33.8118509,-118.2141162,Alive on Intake,FALSE,1,"33.8118509, -118.2141162"
A690679,*LUXE,DOG,TAN,,Spayed,2021-12-17,2022-12-17,NORMAL,STRAY,OTC,ABANDON,2023-01-05,"3000 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.8118509,-118.2141162,Alive on Intake,FALSE,1,"33.8118509, -118.2141162"
A646149,*TOOTSIE,CAT,GRAY,WHITE,Neutered,2020-05-24,2020-07-24,NORMAL,STRAY,TRAP,,2020-08-05,"3000 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.8118509,-118.2141162,Alive on Intake,FALSE,1,"33.8118509, -118.2141162"
A648588,*ROCKET,CAT,GRAY,WHITE,Neutered,2020-07-10,2020-09-10,NORMAL,STRAY,OTC,,2020-10-16,"3000 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.8116535,-118.213288,Alive on Intake,FALSE,1,"33.8116535, -118.213288"
A584817,LILY,DOG,BROWN,WHITE,Spayed,2015-01-19,2017-01-19,NORMAL,CONFISCATE,BITE,,2017-01-29,"3000 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.8116535,-118.213288,Alive on Intake,FALSE,1,"33.8116535, -118.213288"
A697254,,OTHER,GRAY,,Female,2022-04-22,2023-04-22,ILL MILD,STRAY,OTC,,2023-04-22,3000 BLK BELLFLOWER LB 90808,LONG BEACH,RETURN TO WILD HABITAT,,33.8110369,-118.1247489,Alive on Intake,FALSE,1,"33.8110369, -118.1247489"
A644012,HAZEL,DOG,TAN,WHITE,Spayed,2015-06-18,2020-06-18,NORMAL,STRAY,OTC,,2020-06-19,"3000 BLK CALIFORNIA AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.8116554,-118.1806633,Alive on Intake,FALSE,1,"33.8116554, -118.1806633"
A696984,*SLATER,CAT,GRAY TABBY,,Spayed,2023-04-10,2023-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-20,"3000 BLK CARFAX AVE, LB 90808",LONG BEACH,ADOPTION,,33.8121148,-118.1096356,Alive on Intake,FALSE,1,"33.8121148, -118.1096356"
A696981,*SNICKERS,CAT,BLK TABBY,,Spayed,2023-04-10,2023-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-20,"3000 BLK CARFAX AVE, LB 90808",LONG BEACH,ADOPTION,,33.8121148,-118.1096356,Alive on Intake,FALSE,1,"33.8121148, -118.1096356"
A611525,,CAT,WHITE,,Female,2008-07-24,2018-07-24,ILL SEVERE,STRAY,OTC,,2018-07-24,"3000 BLK CARFAX AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8121148,-118.1096356,Alive on Intake,TRUE,0,"33.8121148, -118.1096356"
A614069,,CAT,LYNX PT,,Female,2018-05-02,2018-09-02,ILL SEVERE,STRAY,FIELD,,2018-09-03,"3000 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,IN KENNEL,33.8118358,-118.2119199,Alive on Intake,TRUE,0,"33.8118358, -118.2119199"
A626776,*SARA BETH,CAT,WHITE,,Female,2017-05-22,2019-05-22,NORMAL,STRAY,OTC,,2019-05-30,"3000 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.8118358,-118.2119199,Alive on Intake,FALSE,1,"33.8118358, -118.2119199"
A618992,,CAT,SEAL PT,,Female,2018-10-18,2018-12-18,ILL MILD,STRAY,FIELD,,2018-12-20,"3000 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8118358,-118.2119199,Alive on Intake,TRUE,0,"33.8118358, -118.2119199"
A597117,*GRACIE,CAT,BRN TABBY,WHITE,Spayed,2017-08-15,2017-09-15,UNDER AGE/WEIGHT,STRAY,OTC,,2017-11-22,"3000 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,33.8118358,-118.2119199,Alive on Intake,FALSE,1,"33.8118358, -118.2119199"
A704916,,CAT,BLACK,WHITE,Unknown,2023-08-14,2023-08-16,UNDER AGE/WEIGHT,STRAY,OTC,,2023-08-16,3000 BLK CHERRY AVE LONG BEACH CA 90807,LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8120512,-118.16674,Alive on Intake,TRUE,0,"33.8120512, -118.16674"
A707478,*PETAL,DOG,BLACK,TAN,Spayed,2023-04-23,2023-09-23,NORMAL,STRAY,OTC,,2023-09-30,"3000 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,,33.8120512,-118.16674,Alive on Intake,FALSE,1,"33.8120512, -118.16674"
A656640,,WILD,GRAY,BLACK,Unknown,2019-04-24,2021-04-24,ILL SEVERE,WILDLIFE,FIELD,,2021-04-24,"3000 BLK CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8106415,-118.1339873,Alive on Intake,TRUE,0,"33.8106415, -118.1339873"
A595483,SARAH JANE,DOG,TAN,BLACK,Spayed,2015-02-17,2017-08-17,NORMAL,OWNER SURRENDER,OTC,CHILD PROB,2017-10-05,"3000 BLK COUNTRY CLUB DR, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,GOOD SAM,33.8224766,-118.1942663,Alive on Intake,FALSE,1,"33.8224766, -118.1942663"
A634268,,CAT,BLACK,WHITE,Male,2019-07-27,2019-09-27,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,OWNER PROB,2019-09-28,"3000 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,STRAYCATAL,33.8118228,-118.1988625,Alive on Intake,FALSE,1,"33.8118228, -118.1988625"
A650272,*ROSCOE,DOG,TAN,WHITE,Male,2011-10-18,2020-10-18,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2020-10-21,"3000 BLK DE FOREST AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.8115516,-118.2042489,Alive on Intake,FALSE,1,"33.8115516, -118.2042489"
A670963,AOLANI,DOG,WHITE,,Female,2019-02-24,2022-02-24,NORMAL,STRAY,FIELD,,2022-02-24,"3000 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.8116593,-118.2111118,Alive on Intake,FALSE,1,"33.8116593, -118.2111118"
A564394,ANJE,DOG,TAN,,Neutered,2012-01-14,2017-08-17,NORMAL,OWNER SURRENDER,OTC,,2017-09-08,"3000 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8116593,-118.2111118,Alive on Intake,TRUE,0,"33.8116593, -118.2111118"
A647628,*COCONUT,CAT,BLACK,WHITE,Spayed,2020-04-22,2020-09-22,NORMAL,RETURN,RTF,,2021-01-23,"3000 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7862476,-118.1567097,Alive on Intake,FALSE,1,"33.7862476, -118.1567097"
A589252,*SELINA GEE,CAT,BRN TABBY,GRAY,Spayed,2015-04-26,2017-04-26,NORMAL,STRAY,OTC,,2017-05-04,"3000 BLK E 19 ST, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7915924,-118.1569669,Alive on Intake,FALSE,1,"33.7915924, -118.1569669"
A589255,,CAT,GRAY TABBY,WHITE,Male,2017-02-26,2017-04-26,NORMAL,STRAY,OTC,,2017-04-27,"3000 BLK E 19TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.7915924,-118.1569669,Alive on Intake,FALSE,1,"33.7915924, -118.1569669"
A589256,,CAT,GRAY TABBY,WHITE,Male,2017-02-26,2017-04-26,NORMAL,STRAY,OTC,,2017-04-27,"3000 BLK E 19TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.7915924,-118.1569669,Alive on Intake,FALSE,1,"33.7915924, -118.1569669"
A614933,,WILD,BROWN,,Male,,2018-09-19,INJURED  SEVERE,WILDLIFE,FIELD,,2018-09-19,"3000 BLK E 1ST ST, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7630926,-118.1574679,Alive on Intake,TRUE,0,"33.7630926, -118.1574679"
A674434,,OTHER,GRAY,,Unknown,,2022-05-11,NORMAL,WILDLIFE,FIELD,,2022-05-11,"3000 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,RETURN TO WILD HABITAT,,33.7717101,-118.1567713,Alive on Intake,FALSE,1,"33.7717101, -118.1567713"
A666102,KIRK,CAT,ORANGE,WHITE,Neutered,2020-05-03,2021-11-04,NORMAL,OWNER SURRENDER,OTC,ILL,2021-12-16,"3000 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,PROMOTION,33.7717101,-118.1567713,Alive on Intake,FALSE,1,"33.7717101, -118.1567713"
A613984,*MR MANGO,DOG,BLACK,BROWN,Male,2010-09-01,2018-09-01,NORMAL,STRAY,OTC,,2018-09-26,"3000 BLK E 65TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FIXLB,33.8724977,-118.1578719,Alive on Intake,FALSE,1,"33.8724977, -118.1578719"
